user,location,text
ArDiaz1944,"Itagui, Colombia","@petrogustavo @CIDH CÍNICO, IMPÚDICO, INDULTADO MÁS NO INOCENTE. Por qué no dices lo mismo de la suspensión del Alc… https://t.co/tWw6nbGgcy"
humengue,,Por favor la nuestra es una opinión jurídica y tiene que ver con la legislación vigente después del fallo de la CID… https://t.co/Gg1zowgE6X
Amnesiapetrista,"Tenjo, Colombia","@petrogustavo @CIDH Los intocables de izquierda, están por enzima de los entes de control, menos del  principal y d… https://t.co/MP57K7U9cD"
Ulises22509713,,@petrogustavo @CIDH Hasta donde yo sé. lo golpes de estado se le da  a los presidentes
giova7023,,@Reo1087985 @CIDH @PGN_COL @QuinteroCalle Los colombianos estamos preocupados porque el alcalde de Medellín no acep… https://t.co/x20hKoZtW4
EjeCentral,México,#PidenProtección | La Comisión Interamericana de Derechos Humanos (@CIDH) lanzó un exhorto a #México para adoptar m… https://t.co/92w0drOHhP
cbecerrapombo,,@karloss68 @petrogustavo @CIDH Te refieres a cuando ganó el no? o cuando Petro publica las fake news como el inform… https://t.co/SQJuFnNKkJ
RobinsonMoreloG,"Santa Marta, Colombia",@SantosTuto @CeciliaLopezM @IvanDuque @QuinteroCalle Esa es su consideración cómo ciudadano y se la respeto aprecia… https://t.co/zf3qfCcPyX
satdelc,,"@MirandaBogota @QuinteroCalle @MirandaBogota si ninguna significa 13 para usted, entonces estamos en lo correcto.… https://t.co/t0lBc0lQxB"
EL_ESPINAL,"El Espinal, Tolima, Colombia.","EL ESTADO Y LOS ENTES DE CONTROL NO PUEDEN ACTUAR X Q LA IZQUIERDA PEGA EL GRITO

El estado de Derecho en Colombia… https://t.co/k4r6yKowwn"
ChuchoRios15,,@petrogustavo @CIDH Todos a las calles en Medellín una arrodillada del uribismo no puede tumbar a alguien q eligió el pueblo
canal12nica,Nicaragua,"#Noticias12Nicaragua CIDH otorga medidas de protección al opositor detenido Yoel Sandino.

https://t.co/lYbIYuTplk"
Edguba31,,@petrogustavo @CIDH Petro Petro hablas mucha 💩
NiCuentaQue,El Paraiso,@PGN_COL La tergiversación y amañamiento característicos del Uribismo se hacen evidentes con este tipo de anuncios… https://t.co/LsxDs4NPOK
Roberth31387030,,"@petrogustavo @CIDH Si usted promueve un golpe de estado en Medellín, como ira el pais durante su gobierno."
Felipe17564397,,@NoticiasCaracol :es decir la tal CIDH está por encima de las leyes y constitución de ese país? Es decir Colombia n… https://t.co/a1k4E6lHEv
CeciliaAgurto3,"Lima, Peru",@rmapalacios @Betsi39897880 @ConsejodePrensa @RELE_CIDH Y todo lo que hizo Castillo cuando recién tomo la presidencia.... Cierto doctora?
REdinson,,@petrogustavo @CIDH Para no polemizar más esto yo digo que rodeemos la campaña del ing Rodolfo Hernández ala presid… https://t.co/xK8NG42ek2
LCCaballeroV,,"La cuestionable, lacaya y subalterna de poderosos #MargaritaCabello @PGN_COL no puede suspender  funcionarios elect… https://t.co/JJEKJaYwIo"
charless1a1,,@LourdesPaucar_ @congresoperu @kellyportalati2 @IPYS @ConsejodePrensa @CIDH @TC_Peru Y....??? cuando tengas mayoria… https://t.co/fAUYbZQn8y
lfsuarez80,"Bogotá, D.C., Colombia",@RodrigoUprimny Demasiada carreta... Y alcalde lleva meses gastando plata del erario de Medellín en campaña. Punto.… https://t.co/EFLLfjtrxj
salorizcala,,@petrogustavo @CIDH Usted es un hampon q jamás será presidente .
MafeCarrascal,Prensa/denuncias 3013602703,"EN 2021 hubo una reforma que le ""otorgó"" facultades judiciales a la Procuraduría. Con ello se pretendía burlar las… https://t.co/4dsEgFs08i"
jamg511,,En mi opinión la CIDH  Está tratando de acabar con las instituciones colombianas al decir que la procuraduría no pu… https://t.co/PLxi9MsDWh
SIGUEMEPRIMERO,,"@petrogustavo @CIDH Mira quién está hablando de moralidad? Tu no tienes moral para reclamar nada, eres criminal con… https://t.co/4l3QQge0BL"
go_kyan,,"@petrogustavo @CIDH Lastima que en tu epoca de bandido sin traje  "" alias el caca "" no hubo un comando que te diera… https://t.co/oBJbmn2Jf4"
jairinriverin,fusagasuga cundi,"@petrogustavo @CIDH Usted es un mitómano dictador, la leyes del país les vale huevo .💀👎💀 https://t.co/mzILxazJLP"
RasDiegoBabylon,"Colombia,Bogota",@claudias7806 @CIDH @PGN_COL Te apoyo preciosa #QuinteroSeQueda y no tiene que hacer caso @QuinteroCalle a esa ridiculez porque no es legal
JosFern17557598,,@petrogustavo @CIDH Que raro que cuando la justicia y los entes de control proceden a favor del país y a la izquier… https://t.co/mFfKjePtv6
_cesar_arl,"Medellín, Colombia.",@PGN_COL Dejen de violar la ley! @CConstitucional @CIDH @OEA_oficial https://t.co/9RDlllfbdz
Blanco17101,"Zaragoza, España",@petrogustavo @CIDH Incendiario asqueroso
albertocaicedo1,🇵🇦 ♧ 🌤 Panamá City 🌵♧ 🇵🇦,"@petrogustavo @CIDH Jamás seras presidente.
Me dueles Colombia.🤦‍♂️"
miadnner9315,,"@BluRadioCo Los colombianos de bien, le pedimos a la @CIDH , respetar las decisiones de las autoridades de Colombia… https://t.co/vOtxIP6oEl"
bba81e6c723a4eb,,@petrogustavo @CIDH Deje de llorar acá nose está violando nada es usted quien desea violar hundir q Colombia .ydese… https://t.co/avgYLIWei2
gabisesi,Margarita/chicago/california,"@West01Santiago @petrogustavo @CIDH Quien los entiende?! Duque narco?  Perro, el mesías?!  La verdad q nuestros paí… https://t.co/hPRapNX91L"
MartaVe97334967,,"@OskarconK_ @jorgeandresbell @santiagoangelp @CIDH Si claro, andas pues cerra la procuraduria porque no puede hacer… https://t.co/dv3jeIyxE1"
Nelsoncastill01,"Lorica, Colombia","La lucha del alcalde @QuinteroCalle debe ser jurídica. Acudir a la CIDH si es posible, al igual que @petrogustavo.… https://t.co/J30S1JNVVr"
Tinunjei_Mx,"San Juan Copala, Oaxaca",La @CFEmx es muy rápido para cortar luz a los #indígenas desplazados #triquis de #Copala del albergue Venezuela 306… https://t.co/E2B2BOBZUZ
pueblapreciosa,Puebla de Zaragoza,Será que en  Puebla se utiliza ala @SSPGobPue para matar niños y campesinos de #coyomeapan @MBarbosaMX… https://t.co/EeUg8koBJP
Namelessjeenn,"Barranquilla, Colombia",@jhon_parada15 @Pablovill10 @Triskel_bassto @JohaBoC @JANDR3S__ Nada está por encima de la constitución y el fallo… https://t.co/F8FkTLPbg3
_CristianSinH,"Empalme Escobedo, Guanajuato.","Debanhi una más de los 229 casos de feminicidio. Además se reportan 24,600 mujeres desaparecidas, 2,287 violaciones… https://t.co/9csqaHsMR9"
RochiRojas6,,"https://t.co/2rZ2AUAhLz

Guerra sucia descarada les han permitido llegar lejos sin respetar las personas en Colombi… https://t.co/dkLGP93lVJ"
Joseore42534925,Santiago,"Que opina @mbachelet ? 
o para cobijar al árbol podrido guardará COMPLICE SILENCIO mientras reprimen brutalmente mu… https://t.co/8QWiIoPwH7"
gorduzp,,@MargaritaRepo La @CIDH va a fundir el fallo de la procuradora de ustedes.
Mateitolombana,Estambul Turquía,@6402colombianos @FranciscoPiner @petrogustavo @CIDH Con el fallo de la corte te podés limpiar el culo .es sólo una… https://t.co/Oysix9T2zM
aalmarti5,"Seattle, WA🇸🇻🇱🇷","@nayibbukele Somos millones q estamos a favor, q Los terroristas pandilleros sean encarcelados. URGE, q @CIDH No se… https://t.co/wGhPer8wMJ"
ComunesCali,"Cali, Colombia","Procuradora Uribista Cabello atenta contra la democracia, el voto popular y lineamientos de la CIDH.… https://t.co/KdCGr5E1ZQ"
LaRotta_Abogado,"Bogotá, D.C., Colombia","El fallo de ""suspensión"" al Alcalde @QuinteroCalle es una ""revocatoria velada"" que va en contra del fallo de la… https://t.co/rwsUlKKF2b"
MartaVe97334967,,@OskarconK_ @jorgeandresbell @santiagoangelp @CIDH Sos un guevon completamente. Si es asi. ¿ para que existe la pro… https://t.co/w27liHNDrZ
cjalarconbell,,@PizarroMariaJo @petrogustavo @CIDH @QuinteroCalle Y porque no pelean por la destituido del alcalde de Ibague...? C… https://t.co/FXmVM30eQ5
Vickyv7102,"Bogotá, D.C., Colombia",@PGN_COL Según la CIDH la procuradora no puede destituir a las personas elegidas por voto popular.  Pero si así lo… https://t.co/CCC176XirN
JhonnyJopa915,,@petrogustavo @CIDH Este Bobarron ni siquiera sabe que los golpes de estado son sólo a los presidentes. Populismo puro.
UnaMamerta,"Cali, Colombia",@JhissVanegas A leer lo que la CIDH dice.
Santiosori0,Medellín/Antioquia,"7.Sobre el video de @PGN_COL, se expresa: Tiene facultad para “Sancionar hasta con destitución e inhabilidad incluy… https://t.co/XwggCnSbvq"
lcbambinoruizDY,,@consejodeestado pido la inmediata suspension de la @PGN_COL Margarita Cabello... por prevaricato por accion... vio… https://t.co/V7eylmtVnb
Gihernandez77,Bogotá,Y nadie piensa en el alcalde dé Ibague? Recuerden que él también está en la misma situación. Deberían apoyarlo tamb… https://t.co/7zNpDE7s83
robertpenuela,,@petrogustavo @CIDH Entonces golpe de estado en Ibagué. De eso si no habla. Jamas guerrillero será presidente.
caritocl04,,@petrogustavo @CIDH Ay deje el show! Tontazooo
dafemoro79,"Bogotá, D.C., Colombia","@PGN_COL Esa decisión llena de sesgo y politizada como lo está esa entidad, no aguanta una acción de tutela. Está s… https://t.co/JflnKEGm0b"
F_delB,Venezolano en Miami ,"@petrogustavo @CIDH Estudien… para que cuando los suspendan por violar la ley, no corran a decir que es un golpe de estado."
onehundredon,,"@PauloAbrao Parece un  ignorante, pero no te quedas atrás. Primero escribiendo en ese lenguaje inclusivo, escribe a… https://t.co/sW1JPJ5gLd"
TORRESKL,,"Prevaricar, es suspender cuando no se puede  destituir. Ha sido el criterio de la CIDH. Frente a funcionarios de elección popular."
Donvergara5,,@petrogustavo @CIDH Golpe de alcaldia🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
OskarconK_,Bogota,@MartaVe97334967 @jorgeandresbell @santiagoangelp @CIDH Si la reemplaza se llama Bloque de Constitucionalidad  lamentablemente
cjalarconbell,,"@PizarroMariaJo @petrogustavo @CIDH @QuinteroCalle Como siempre ustedes los de izquierda, hacen lo que les da la ga… https://t.co/EJZeJPIFqe"
DamasaLaJoven,,@LourdesPaucar_ @GatitusDAlditus @whuacasi @congresoperu @kellyportalati2 @IPYS @ConsejodePrensa @CIDH @TC_Peru No… https://t.co/bOJR3tMaGZ
ARFelipeG_70,COLOMBIA,@petrogustavo @CIDH Uds han aplicado un Golpe de estado continuo y oprobioso contra las Instituciones Legítimas del… https://t.co/OphZNOyKNL
adeltroi,,@petrogustavo @CIDH Incluya la matanza en el palacio de justicia patrocinada y ejecutada por su grupo del M19.
Mateitolombana,Estambul Turquía,@SoniaMariaDiaz1 @cbecerrapombo @petrogustavo @CIDH Deje de llorar vieja 3 H.P si sabe de leyes como aparenta.cacreca
RAFAELH93530588,,@petrogustavo @CIDH La jauria esta dando tiros al aire...al aire ya contaminado de la democracia!!
MagdalaIregui,,@petrogustavo @CIDH Eso es lo único q sabe proponer???...
MG31072,Narnia,@PizarroMariaJo @CIDH A Iván Duque lo investiga la comisión de acusación de la cámara...
carlos_quirife,,@JoseArizaSot @petrogustavo @CIDH Felicitaciones ! Él comentario estupido y analfabeta ganador del día !
Leon32720897,,@DCoronell @petrogustavo @PGN_COL @QuinteroCalle La medida Cautelar ante la CORTE INTERAMERICANA DEBE SER EL CAMINO… https://t.co/E40WkzQwu0
ArquimidezRodr2,ALGUN LUGAR NO MUY LEJANO,"@piedadcordoba @CIDH @petrogustavo Calese usted Ladrona corrupta, antes de morirme me voy a dar el gusto de verla con Overol Naranja."
NoMasUribeNO,Colombia,@ZuluagaCamila @QuinteroCalle @FicoGutierrez El presente de Colombia es igual a Venezuela: Gobierno (uribista) viol… https://t.co/edJHQQNkkQ
mitojai,,@camilosalinassi @petrogustavo @CIDH @IvanDuque @COMANDANTE_EJC No se puede! Solo es contra alcaldes! Cierre el cuaderno!
Stuardo88148379,,"@MaraLezama @PartidoMorenaMx La CIDH pide al gobierno de Mexico que trabaje para evitar la violencia,abuso contra l… https://t.co/vimtD9w91b"
mfn13,,"@petrogustavo @CIDH El experto en golpes de estado hoy reclama, sin pagar sus culpas https://t.co/nqFvZjBvar"
Gabrielg0mez8,,"@PGN_COL La procuradora q no le vea la cara a los colombianos y que haga su trabajo para el cual le pagamos, no le… https://t.co/PJIBvn1OuY"
aldachi2222,vanezuela,@petrogustavo @CIDH Ya empiezas a inventar para que le gente se mate entre sí asuma su derrota hdp
JusticiaOrg,Venezuela,#ALERTA Son variadas las violaciones a los derechos de los #presospolíticos militares que ha detectado Justicia Ven… https://t.co/Sx2htNFpyt
DavLopTorr,,"@petrogustavo @CIDH Grave es que ese alcalde haga política de manera tan descarada, eso sí es un golpe al estado."
RasDiegoBabylon,"Colombia,Bogota",@piedadcordoba @CIDH @petrogustavo Supuestamente a la tonta esa de procuradora ya le dieron poder de juez 🤦🏻‍♂️… https://t.co/IMgfzT0YDs
NoMasUribeNO,Colombia,@RoyBarreras @petrogustavo El presente de Colombia es igual a Venezuela: Gobierno (uribista) viola de frente la con… https://t.co/g3i3euYv3t
cristancho31,,#QueSancionenA la ProcuCHardora por no respetar el fallo de la @CIDH sobre derechos fundamentales de los funcionarios elegidos popularmente
DNacho17,,@MariaFdaCabal Se equivoca bruja 🧙‍♀️… la Sra cabello es la que se está pasando por la faja la constitución y la CI… https://t.co/uUFRZtllFw
gustavosala25,"Medellín, Colombia","@petrogustavo @CIDH Recuerden que no fue el único alcalde suspendido, solo que ustedes todo lo acomodan a su manera, dejen de ser chillones"
Maxalburquerque,La Romana- Caleton Beach,@BeltreZacarias @ernesto_montas @WanchyMedina @edwintrinidad @genarosilvestre @MartinezPozo @diaz_delia… https://t.co/aUVoNNCBED
MarcelesMontxo,"Alsacia, Francia","@llm_Miguell @sergio_fajardo @PGN_COL La ley máxima aquí es la Constitución, y ella establece (art. 93 y 214) que l… https://t.co/W4DfNRtYvZ"
NoMasUribeNO,Colombia,"@HernnAguirre6 El presente de Colombia es igual a Venezuela: Gobierno (uribista) viola de frente la constitución, c… https://t.co/qa8naIKqWQ"
DanieBelalcazar,"Quito, Ecuador",La crisis carcelaria en #Ecuador ha sido la razón de muerte de 400 personas. En esta semana se han producido 3 amot… https://t.co/hjwdfIccX9
sacba_,,@DeniseMeadeG @lopezobrador_ @DiazCanelB @nnunezortiz @TioCommander @Inteligente001 @Jorge_Meade @genaro_zapico… https://t.co/OBZEzcf9MH
alfonsodelacru,Barranquilla - Colombia,"Con miedo solo me queda recomendar leer la sentencia de la CIDH, en el caso Leopoldo López Vs Venezuela. https://t.co/HOBCh9f9lt"
Joseore42534925,Santiago,"@CIDH @AmnistiaOnline @amnistiachile @amnistia @ONU_derechos 
@ONUMujeres 
@mbachelet por cobijar al… https://t.co/vKXrr8WWhz"
Carls1222,Colombiano,"@petrogustavo @CIDH Y a usted cacas, que lo están ayudando los grupos guerrilleros y hampones de la carcel"
marioneld,Bogotá ,@piedadcordoba @CIDH @petrogustavo Eso nunca lo dijeron cuando se robaron el plebiscito.cuando les conviene levanta… https://t.co/FgjiBGpn02
mlozanomadrid,,"@QuinteroCalle La sentencia de la CIDH le sirvió a la procuradora para crear 1200 cargos, pero no para darse cuenta… https://t.co/LTeFCRdLhf"
JohannaZootec,,@VirnaJohnson @QuinteroCalle Que CIDH considere que no se puede suspender un político no quiere decir que se excuse… https://t.co/Sb42P7hrJi
MartaVe97334967,,@OskarconK_ @jorgeandresbell @santiagoangelp @CIDH jaja si claro. Intocables los funcionarios públicos según tu arg… https://t.co/P3pPSCmJ3C
FranzKafe,,@hugouribev @petrogustavo @CIDH El método del Matarife @AlvaroUribeVel  con falsos positivos y financiamiento de lo… https://t.co/AikjzpZfLT
NoMasUribeNO,Colombia,@FisicoImpuro @carlosecaicedo El presente de Colombia es igual a Venezuela: Gobierno (uribista) viola de frente la… https://t.co/vKnmin71bt
DW_Camacho,Colombia,@ElmerFdoGallego @ariztmendy Entonces tu supones que un fallo de la CIDH  es un mandato de obligatorio cumplimiento?
DiceAlguienDe25,me vine al cielo,@DEARMASPAO Amor creeme que Daniel es lo suficientemente ingenioso para tener eso frío y calculado. Yo no apoyo esa… https://t.co/5VmYox4N99
escorpioncio,Guatemala,"@PartidoValor @CIDH @ZuryxGuate 👏👏👏👏👏👏👏✅✅✅✅ con VALOR, POR ELECCIONES LIBRES DEMOCRATICAS, SIN IMPOSICIONES"
LuisFer49451282,,@TimoComunes @CIDH Cual persecución política  ella debe actuar y no solo suspender sino también condenar a criminales como usted.
yedier25,Bogota,"El festival de la participación en política, pero como es a favor del candidato del narcotráfico, la corrupción y l… https://t.co/8G62z9ri3X"
NoMasUribeNO,Colombia,@ZuluagaCamila @piedadrestrepor @PGN_COL @QuinteroCalle @petrogustavo El presente de Colombia es igual a Venezuela:… https://t.co/XvwR9vKZWo
LourdesPaucar_,"Lima, Peru",@GatitusDAlditus @DamasaLaJoven @whuacasi @congresoperu @kellyportalati2 @IPYS @ConsejodePrensa @CIDH @TC_Peru No e… https://t.co/vkzNt5yXa3
carolin41965046,,@nicoacero19 @MeIdentiFICO14 @petrogustavo @CIDH Nada tiene que ver con el candidato Petro
MarioAr69821664,La Ceja (Antioquia),Lo que le fustigan a @QuinteroCalle es la genialidad de la metáfora. Es polisémica y en sentido estricto no es puni… https://t.co/6bGVInXTFY
Margari41890319,Colombia,@petrogustavo @CIDH POBRE ILUSO....IGUALITO DE MITOMANO A USTED...NO NOS INTERESA ESE ALCALDE EN MEDELLIN...LLEVESE… https://t.co/ovHGeoyegk
felixh721,,"@QuinteroCalle Ciertamente la procuradora ha vulnerado derechos, desconociendo precedente judicial emitido por CIDH… https://t.co/aiHdeYK39Q"
NoMasUribeNO,Colombia,"@Tolaymaruja El presente de Colombia es igual a Venezuela: Gobierno (uribista) viola de frente la constitución, coa… https://t.co/sXc5ORhW2i"
ReyOspina3,"Atlántico, Colombia",@TimoComunes @CIDH Maldito criminal usted debes es estar en eeuu pagando pena por narcotrafico y todos los males a… https://t.co/vKijKknf2G
gunthervotteler,Colombia,@petrogustavo @CIDH Supongamos que lo que hizo la procuraduría está mal.. entonces por qué lo que el hizo no está m… https://t.co/K0hRKiA33p
JuanchoRamrez12,,"@petrogustavo @CIDH Que lengua tan brava tiene este bandido desmovilizado, de todo lo que ha sido y es acusa a los… https://t.co/vJQXzcXT82"
James_L4m3cvl0s,Cali,"Lo encontré, alias Chikito Malo.
.@CaroGC @JokerTheDark8 @Jokeraton 
#ElCambioEnPrimera Quintero
#QueSancionenA Chi… https://t.co/HiQxxk0V4y"
carolin41965046,,@DIAZJUANMAN @petrogustavo @CIDH Si señor
Tinunjei_Mx,"San Juan Copala, Oaxaca",Son 3 días los que los indígenas desplazados #triquis de #Copala del albergue Venezuela 306 no tienen luz. La… https://t.co/yGhTvXFaQT
JorgeSalazar_co,,@cepizarro777 @jkrincon @CIDH Como lo hicieron con Petro
CAROLIN42906839,,"@htdeviabog @petrogustavo @CIDH La que metió la mano es esta vieja .. Para eso la pusieron ahí, con ese botín de má… https://t.co/HmAoG425NW"
carolin41965046,,@petrogustavo @CIDH No puede evadir el mandato popular #Esa es la artillería de la procuraduría
vladimir_caro,,@petrogustavo @CIDH Lo suspendieron por inepto ! De un cargo al que por ley jamás debió llegar !!! Colombia merece… https://t.co/dScGXvFvdZ
GerneyRincon,,"@CharlieGarizado @CamiloPrietoVal Parce que no leyó el hilo, dice claramente y está evidenciado que la procuraduría… https://t.co/oEBT9GKeze"
Germn21362358,,"@petrogustavo @CIDH No se le olvide el abuso de poder, tráfico se influencias y perdida de recursos de las casas fi… https://t.co/TStHqPCIOn"
BiciSuarez,"Bogotá, D.C., y Montería.","@humengue Ese activista se cree tener la verdad revelada, cuantas suspensiones se han ordenado posterior al fallo d… https://t.co/PykWDkbFOz"
Bogota2022,Colombia,"La CIDH no puede quitarle las funciones a la Procuraduría, la cual, como ente jurisdiccional es juez que puede emit… https://t.co/ergjowIBMm"
Ariasoso1994,Colombia,@jvalenciamontoy Como también esta mal que una procuradora base sus decisiones en  sus preferencias políticas. ¿Se… https://t.co/lA5xTf1mAW
rauldaza,"Bogotá, D.C., Colombia",@natiibedoya ¿Entenderá usted como abogada que los fallos de la @CIDH son vinculantes?
NoMasUribeNO,Colombia,@gusgomez1701 @actualidadpanam El presente de Colombia es igual a Venezuela: Gobierno (uribista) viola de frente la… https://t.co/pxyCLzvNQL
mipuntodevistaa,"Mérida, México","CIDH presenta ante la Corte IDH caso de Brasil por desaparición forzada y violencia sexual
https://t.co/tA8Uc8E6Kv"
chanboox,"Merida, Yucatan","CIDH presenta ante la Corte IDH caso de Brasil por desaparición forzada y violencia sexual
https://t.co/J2r9I4yyjr"
NuestraMerida,"Mérida, Yucatán","CIDH presenta ante la Corte IDH caso de Brasil por desaparición forzada y violencia sexual
https://t.co/ubYuACwQJy"
poeterapia2,,"@petrogustavo @CIDH Golpe de estado contra la democracia
#Colombia"
JuanGui96650326,"Medellín, Colombia","@petrogustavo @CIDH Este asesino , jamás pagará por sus delitos?"
lpdavila2008,,@piedadcordoba @CIDH @petrogustavo @piedadcordoba @petrogustavo ustedes no pueden mencionar ni por equivocacion la… https://t.co/xbRaTLJA87
ElJusti33579591,,"@gelmang @petrogustavo @CIDH Es decir, que se la compré a FICO?"
reestroyer,"Medellín, Colombia",@petrogustavo @CIDH Preferimos la dictadura de duque que su pacto diabólico.
victormo1623,"Vijes, Valle del Cauca.",@angeleduardo464 @petrogustavo @CIDH Jajajajaja puros bots
sopaher,bogota,"@petrogustavo @CIDH Señor Petro estudie bien la ley golpe de estado es cuando tumban al presidente, no sea ignorant… https://t.co/wsEE8wV08e"
ANGELQUICENO99,,"@Jaelix @isamg6 @petrogustavo @CIDH Por qué no piensa usted, que se nota que no ha estrenado las neuronas, jajajaja… https://t.co/a8RhT8b3l6"
JKevinSN,"Valledupar, Colombia","La @CIDH demostró que la @PGN_COL actuó de manera inconstitucional en el caso de @petrogustavo. Ahora, con la suspe… https://t.co/GY8oxW1cx3"
BeltreZacarias,,@ernesto_montas @WanchyMedina @edwintrinidad @genarosilvestre @MartinezPozo @diaz_delia @mariaelenanb @ElpidioTolen… https://t.co/7AFN0VSSx0
uorrenbufet,,@J_Upegui @QuinteroCalle @CIDH No sean irresponsables. Saben que van a provocar todo tipo de desmanes con gente her… https://t.co/AVXQyqy1LA
BANDEMBORE,"Newark, NJ","@LuigiMarchelle Mejor que pida la destitucion del juez, invalidar al RC, sancionar a la constitución del Ecuador y… https://t.co/ItBlDugZwV"
FrancoE88779944,,"@cnashr @CIDH @ONU_derechos Eres un delincuente 

Tus amigos saquearon locales en la Posta Central 

#RechazoSalvaChile"
ALBEIROPM,"Sabaneta, Colombia",Que lo vea la @CIDH https://t.co/OGMq0uYAIk
isabel_2040,,@MAPradaM @Danielbricen @clarasandoval @ClaudiaLopez @ConcejoDeBogota @fecode @PGN_COL No porque la demandan ante la CIDH
reestroyer,"Medellín, Colombia",@petrogustavo @CIDH Valla a dormir la rasca. https://t.co/f68ZgWRLGs
julio01026891,,@DarioEnriqueDa1 @armestonelson @PGN_COL @MinTIC_responde @petrogustavo @RoyBarreras @migueldelrioabg @CIDH @ONU_es… https://t.co/Ffqn5pbT1p
vixente_1974,,@jorgevillenal No te olvides la CIDH y la OEA también !
CamiloARod,,@petrogustavo @CIDH Llora Gus llora
jackertzon72,,@pasmol0506 @piedadcordoba @CIDH @petrogustavo De quién es?
angeleduardo464,"Bogotá, D.C., Colombia",@petrogustavo @CIDH Que golpe de estado ni que nada!!! Dedíquese a proponer proyectos serios y de verdad para el pa… https://t.co/tbxm0BoLk6
maxalvarez2012,,@petrogustavo @CIDH Y todos los medios hipócritas calladitos ante esta violación de la democracia
Sergiolondono,"Jupiter, FL","@jopasaes @petrogustavo @CIDH La Procuraduría esta haciendo su trabajo, que lo deberia hacer por igual con todos, e… https://t.co/TAKe3dYVV7"
BayarSGarcia75,"Medellín, Colombia","@Duvan__FC @AndresElGury @QuinteroCalle @PGN_COL No fue una tontería, ¿se leyó el fallo de la CIDH en el caso Petro… https://t.co/HD4XCSheYr"
Bicorav,𝐂𝐨𝐥𝐨𝐦𝐛𝐢𝐚,"@cepalodeg @petrogustavo @CIDH En la caricatura faltó el ""solo por""."
MONSocialista,"Maturín, Venezuela",Nuestro Diplomático solo buscaba el beneficio del país. Por eso arriesgo su estabilidad peronal. Y al burlar el blo… https://t.co/x7rEqhatZf
gordo_medellin,Medellín - Colombia,"@Jorgejrmll @petrogustavo @CIDH Vaya, agarrelos y los mete presos pues viejo marica"
callynocallo345,,"Un acto de provocación el de la Procuradora Cabello al destituir a Quintero.
Si el pueblo se levanta a respladar al… https://t.co/2KtyXiW7VI"
Ralf0792,"Montería, Colombia","Fin del paro armado, sale una de las cabezas más importantes del grupo delincuencial del gobierno, la procuradora s… https://t.co/kk6rKsMBfQ"
ALEXANDERBETA15,Bogota D.C,"@PGN_COL Falso, @CIDH debe pronunciarse! Está señora será que no conoce a Duque y sus funcionarios o al Zapateiro,… https://t.co/H1M7P6skOR"
Juan_Henao_C,"Bogota, Colombia",Totalmente de acuerdo y a este funcionario si lo puede suspender sin violar el Pacto de San Jose @CIDH @PGN_COL https://t.co/Xc5Wnj0D00
Santiag70112931,,"@principiantefla @Alexa1203704936 @usermbr @davisa1972 @diamaov La CIDH ya lo había dejado claro, la procuraduria n… https://t.co/m7DcGmpmOW"
GonzaloGaravit3,,"@AlvaroUribeVel @CndorAndino1 Nada de los argumentos mencionados por Uribe fueron mencionados por la Procuradora, v… https://t.co/zdy0OPmO65"
UlfretD,,@petrogustavo @CIDH A los demás sí pero a ustedes no corruptos y bandidos
gordo_medellin,Medellín - Colombia,@martik1214 @AlejoRojas_ @VivesZoila @petrogustavo @CIDH @QuinteroCalle Jajajajaja home ojirebelde tiene hasta los… https://t.co/AuHEPsbI0H
CecahvarriaH,,@armandoneira @CIDH @ELTIEMPO Te das cuenta Quintero..te midieron con la misma vara que mediste a los  industriales antioqueños Saludos
eafllazaroc,,@petrogustavo @CIDH Como creerle a un individuo que recibe fajos de dineros en bolsa de basura.
Margarita19732,,"@petrogustavo @CIDH Están preparando el golpe de estado mayor para este 29 de mayo 
Con más ganas, sigo firme con Petro"
agreval22,,@piedadcordoba @CIDH @petrogustavo Esconderte que vas a empillamarte de salmón narcotraficante y junto a ti tu hermano
BayarSGarcia75,"Medellín, Colombia",@Duvan__FC @AndresElGury @QuinteroCalle @PGN_COL El CIDH falla independientemente de quien sea el gobernante de tur… https://t.co/OVI0H8t0DR
Santiag70112931,,"@juanjoset777 @Alexa1203704936 @usermbr @davisa1972 @diamaov Animal, el CIDH ya lo había declarado con gustavo petr… https://t.co/y9m79yf2Fi"
wizthonrios3,,@petrogustavo @CIDH Porque la izquierda comunista que hay en Colombia. Siempre quiere hacer y deshacer con todo el… https://t.co/LorAgY1Qzv
GladysHCastro1,,"@uribevideos @petrogustavo @CIDH Todo el mundo sabe que Álvaro Uribe Vélez es un genocida, lo que pasa es que nadie… https://t.co/qOerH77D5R"
MONSocialista,"Maturín, Venezuela",#LucharHastaVencer Que los Estados Unidos lo sepa.  Vamos a luchar hasta vencer. Nuestro objetivo es la libertad de… https://t.co/sDOyEVRXmy
helysuspuntos,,"@SdrodriguezT @petrogustavo @CIDH La ley escrita o la ley hecha a favor de pocos? Aquí la derecha, su arribismo y c… https://t.co/wlznrvW8UI"
CedenoYezid,,"@PizarroMariaJo @petrogustavo @CIDH @QuinteroCalle Sr QUINTERO lamento lo de la suspensión, piense un poco y haga m… https://t.co/5HSMB8p9MJ"
maxalvarez2012,,@anicamachob @petrogustavo @CIDH Lo dice una persona que apoya a los mafiosos uribistas 🤦🏻‍♂️
