user,location,text
FE_lipeOrtiz,,"El cambio, ¡En primera! 💥
Jamás pensé que un uribista lo entendiera, aún así, la CIDH fue clara en el caso… https://t.co/GZKLs8uYnh"
JuanFelipelvar2,"Medellín, Colombia",@vindiesel se pronuncia frente al presunto caso de #Quintero por participación política (?) https://t.co/oRCIvsHBTo
cesarValenciam,BOGOTA,No solamente Medellín debe salir apoyar a #Quintero sino toda Colombia #ElCambioEnPrimera
ArakFialloNancy,"Bogotá, D.C., Colombia","🇨🇴🆘 #GolpeDeEstadoEnMedellin 

@CIDH vuelve y se repite! 
#Quintero https://t.co/uNj2kw2wf9"
DeisyCris_,"Medellín, Colombia",#GolpeDeEstadoEnMedellin es que la procuradora destituya a #Quintero ¿Y a ella quién la destituye?
revistaquiero1,Montería - Colombia,"#EsNoticia | Procuraduría suspende y pide investigar al alcalde de Medellín, Daniel Quintero y tres funcionarios pú… https://t.co/4PBAkxtOtM"
lizaruiz16,"Medellín, Colombia","Vea ud, esa procuradora de bolsillo emberraco más a la gente para votar el 29 de mayo. Creo q la jugada salió en co… https://t.co/3U8zfbqN5H"
Eliancarlos__,,"Practicamente el inepto de Duque participó en politica y no pasó nada, lo mismo con Zapateiro, entre otros, la proc… https://t.co/ZcOg7QYbc5"
Aicardo0228,Cali-Valle,@IvanDuque al darse cuenta de la décision de la procuradora #procuraduriadebolsillo #Quintero #DanielQuintero https://t.co/iH30ye1FFr
Diomedesanchezp,,"Señores @PGN_COL cuando sale la suspensión al general de la mafia @COMANDANTE_EJC, al inepto de presiente… https://t.co/EU6nTZ7UUe"
quediceamigo,,Ojo #Medellín...ya esta estrategia la ha usado el desequilibrado para llamar a sus vándalos y para incitar a destru… https://t.co/xamcYBs9vr
AndyDufresne042,"Medellin, Colombia","Margarita Cabello debería empezar la notificación de sustitución con: Comunidad informa...
@PGN_COL 
#QuinteroSeQueda 
#Quintero"
diegodaar,pereira risaralda,#Quintero La procuraduría le acaba de otorgar la presidencia a Petro en primera vuelta..... Quintero sucesor!
diego_fer22,Colombia - Cali,"La suspensión PROVISIONAL de #Quintero es más que clara, pero tiene como salir librado…

Debemos apostar al cambio… https://t.co/6byj7rw03q"
Erick_O_Music,,"Lo mejor es que esta arbitraria persecucion contra @QuinteroCalle solo le suma mas votos a @petrogustavo, hasta bru… https://t.co/VoMp6l16ph"
joseale30251145,"Bogotá, DC, Colombia","#LaGranEncuesta
Si rcn dice que la intención de voto por @petrogustavo es del 47%...
De seguro la intención es de m… https://t.co/a8yce42mGi"
Insurrekta2,,Cuando te destituyen de tu cargo público por  utilizar carro con cambios  #Quintero
vane05237110,"Cartagena, Colombia","De acuerdo con la jurisprudencia en cita, en caso de una falta absoluta de un alcalde (electo, en el caso presente)… https://t.co/pxCOS0UAAY"
SomosFancom,Medellín - Colombia,#Quintero y #Petro consideran golpe de estado la decisión de Procuraduría de suspender al alcalde de #Medellín https://t.co/ss9TZlVYam
Gsuarezl,Colombia #economista,La @PGN_COL acaba de impulsar candidatura de #petro y lanzar a #quintero a la política nacional. El video de… https://t.co/m5Ukaov5Uk
Kamila09764100,,@diamaov #Quintero alguien me puede decir en que parte del video @QuinteroCalle menciona algún partido político seg… https://t.co/hrMNOwhVaI
leloushorion,"Medellín, Colombia",Estamos contigo #Quintero 💪🏾
HaroldBaronR,,"Sale el tiro por la culata para el Uribismo. 

Suspensión de #Quintero por parte de la #Procuraduría donde se desco… https://t.co/JYUqwfKvAx"
mharold01,,"@J_Upegui @QuinteroCalle @CIDH Cuál cambio hombre !
Todo debe ser a su amaño para tenerlos contentos…
El señor… https://t.co/le0nBw0w8T"
calidenunciante,Cali,"candidato del gobierno.
Toda esto es lo que  nos deja aún mas claro que #Colombia necesita un #cambio y debe tomar… https://t.co/NGeKPeMnkf"
vane05237110,"Cartagena, Colombia",Concepto Sala de Consulta C.E. 624 de 1994 Consejo de Estado - Sala de Consulta y Servicio Civil #quintero
vane05237110,"Cartagena, Colombia",el Procurador General de la Nación no puede desvincular a los alcaldes municipales con fundamento en la atribución… https://t.co/Gu7R7yqZPv
Lucas_Restrepo,Fuites ,8. El uribismo parece convertirse en su nemesis: una facción alzada en armas aprovecha la crisis del Estado para oc… https://t.co/iPfyolbqWZ
Lucas_Restrepo,Fuites ,La intuición de Schmitt es interesante porque distingue política y Estado desde el tipo de relación que se establec… https://t.co/2zDD08JMSG
Danicitaca,,"Todos los polítiqueros publicitan sus candidatos, pero a los únicos que les aplica la ley es a los que buscan el… https://t.co/oddJaQHoD9"
FA1S4N,,"En la escala Amber como se sienten?
#Quintero #zapateiro #cambioenprimera #lagranencuesta https://t.co/USv6hSPNAy"
tajacu107,"Bogotá, D.C., Colombia","Yo no voy a refutarle a #MargaritaCabello por haber sancionado a #Quintero por participar en política, lo que voy a… https://t.co/bpmGkYlUgF"
healthbico,Colombia,"Mira todo lo que pasa, cuando hay tiempo para ti? Tu salud es lo más importante, Agenda tu consulta… https://t.co/ndEnl7afV9"
Hernan_vargasm,"Medellin, Colombia",Alcalde pues también hay parte positiva. Lo que están haciendo es ponerlo el trampolín para 2026. Por el cambio… https://t.co/3k5ChPzZD9
charlsounds, Colombia,"Margarita Cabello Blanco al servicio del Uribismo, el paramilitarismo y la clase política tradicional.
No se puede… https://t.co/Fes66UhHDP"
Alej0_Cuervo,,Suspendido......en primera! #payaso #revocatoria #quintero #DanielQuintero
OilColombia,,"@roberto_burbuja @DonIzquierdo_ @QuinteroCalle La gente de bien de Medellín no lo quiere, esa gente de bien solo qu… https://t.co/JodImGwHkx"
cecimosquera,Medellín- Colombia,"Lo de #Quintero es sólo para apagar el incendio que había generado el video de Zuleta,solo se victimiza, por algún… https://t.co/839u99yI4v"
OilColombia,,"Les duele que el pueblo se ha despertado y no cree en Fico=Duque 2.0, el presidente y todo sus aliados comienzan la… https://t.co/qlvnRRj7cH"
montesalvarino,Cartagena.col,Fuerza 💪 #Quintero
EmilioV12647848,,#Quintero la voz del pueblo es la voz de Dios y el voto del pueblo dará el golpe de estado...todos con #GustavoPetro
FelipeHernand3z,Bucaramanga - Santander Depart,"No se puede tolerar ni la participación política del alcalde #Quintero con Petro, ni la participación del inútil de… https://t.co/fIZiNPHqPg"
ORREGO0211,"Medellín, Colombia","Las intervenciones en política del inepto de @IvanDuque y el asesino de @COMANDANTE_EJC  son aceptadas, pero las de… https://t.co/tPM4gUZfIb"
WilliamAlonsoEM,Medellín,"@MajoBotia No, #quintero le puso una trampa a la Procuraduría y margarita cabello cayó como buena uribita con probl… https://t.co/XCBNi4m7Hj"
JhonStivenTo,"medellin, antioquia, colombia","Para aprender a conducir bien es importante escuchar las indicaciones de un crack👏🏽
#Quintero https://t.co/eHk25hcllz"
AndreaAriasBel1,Fucked up City ,#Quintero apoyo total. Que impotencia tan HP pero sabemos que vamos a ganar. https://t.co/1AVcRkPUwF
Ludwyng7,en algun lugar de colombia ,"@PGN_COL La #CIDH ha sido clara: la #Procuraduria NO puede suspender a funcionarios de elección popular, así quedó… https://t.co/ETS2a1w3TV"
estalales,,Porque permite al alcalde d Barranquilla y al general zapateiro entre otros funcionarios le hagan campaña a Fico Gu… https://t.co/dWkD91AGdo
Ludwyng7,en algun lugar de colombia ,"@IvanDuque @FNGSA La #CIDH ha sido clara: la #Procuraduria NO puede suspender a funcionarios de elección popular, a… https://t.co/3T7ICuKPGZ"
IRMO_DE_JESUX,Desde cualquier lugar de #Mund,@PGN_COL Será #Procuradora tengo para decirle que #Quintero fue el único alcalde que no efectuó contratación en la… https://t.co/NgKvLD4M1a
Ludwyng7,en algun lugar de colombia ,"@IvanDuque La #CIDH ha sido clara: la #Procuraduria NO puede suspender a funcionarios de elección popular, así qued… https://t.co/LBfqSyIv2s"
Ludwyng7,en algun lugar de colombia ,@IvanDuque @mindefensa La #CIDH ha sido clara: la #Procuraduria NO puede suspender a funcionarios de elección popul… https://t.co/sQYEDdvMHE
AlejandroLSFD,"Bogotá, D.C., Colombia",Lo de #Quintero @QuinteroCalle y @PGN_COL fue un FAVORSOSKY
karinerestrepo,"Medellín, Colombia","@PGN_COL estamos esperando la investigación para estos alcaldes, o acaso le ley no aplica para todos??… https://t.co/koV0nbYUkL"
andreju127,"Bogotá, D.C., Colombia",#CambioEnPrimera #quintero #presidente2026 @QuinteroCalle vamos por el cambio #2022
IRMO_DE_JESUX,Desde cualquier lugar de #Mund,"@petrogustavo @CIDH A la calle señores, #Quintero no esta solo!!"
Jlmedina168,,Esto no lo cambia nadie #Quintero https://t.co/p6DfO9cG24
IRMO_DE_JESUX,Desde cualquier lugar de #Mund,"@DCoronell @PGN_COL @estoescambio Esta veija es la que esta intervenir do en politca, la desicion demás que la tomó… https://t.co/OZbhCDqqig"
pipeff27, Bucaramanga Colombia 📚,"#quintero  #MargaritaCabello  #Fascismo 
Fascismo puro y duro!!! https://t.co/tLrhMS0omm"
geeduar2,"Ibagué, Colombia","La Procuraduría pudiendo actuar con grandeza y responsabilidad prefirió actuar de manera servil,a favor de los pode… https://t.co/uhFDD9OxxB"
karinerestrepo,"Medellín, Colombia","¿Para cuando la investigación de estos alcaldes? @PGN_COL
#Quintero #CIDH #ElCambioEnPrimera… https://t.co/IwA7Mp78Vi"
juan_mr71,,Apoyo total a #Quintero @QuinteroCalle @CIDH #CIDH #ElCambioEnPrimera. Vamos a defender la democracia.
Cizanaparatodos,"Tolima, Colombia","La #CIDH ha sido clara: la #Procuraduria NO puede suspender a funcionarios de elección popular, así quedó estableci… https://t.co/xXr4pfZYg2"
ruiz_yamel,,"#Quintero es claro que la procuradora, el gobierno Duque y Uribe están amangualados y haciendo política por el candidato del continuismo."
RodrigoDDHH,Colombia,Vengo del futuro a decirles que después de la presidencia de @petrogustavo El presidente en el 2027 es… https://t.co/UQw4uJrgKS
maicajamarca_,"Villavicencio, Colombia",Lo que le hizo la procuraduría hoy a #Quintero nos confirma que nos convirtieron en la Venezuela de la que supuestamente nos querían salvar.
Elkinnain1,"Medellín, Colombia","#LaGranEncuesta si las elecciones fueran mañana por quien votaría, vamos a ver.
#quintero
#DesafioTheBox2 
#procuraduría 
#"
ruales_romo,,"La persecución a la oposición  se ve reflejada hoy, ACLARO, No es Venezuela es en Colombia 
Todos con #Quintero"
Lufejira1982,Medellín Colombia,"#ElCambioEnPrimera 
Así a la Procuradora de Duque no le guste.
#Quintero
#Procuraduria
#Zapateiro"
cyntiaidelsa,"Medellín, Colombia",Calientaaaa @JDValde para ser el nuevo alcalde de Medellín …. Jajaja  #Quintero https://t.co/doFR5HYong
diegonoticiass,"Bogotá, D.C., Colombia","Quien no madruga mañana?
Quién?

#Quintero https://t.co/c9YyA5cVCT"
Juano_alive,,¿Que se les hace raro? No sabían que la procuraduría desde tiempos es una institución más a favor de la presidencia… https://t.co/PzjcQedgtq
juan_mr71,,Apoyo a #Quintero
juan_mr71,,Suspender a #Quintero es un ataque a la democracia y más cuando #CIDH ya tiene una sentencia diciendo que no tiene… https://t.co/Ntonj5tpC7
perez_surely,Medellin,"Es el comienzo para todas las investigaciones que se les viene, #Quintero"
Applese09282805,"Bogotá, D.C., Colombia",Definitivamente estamos en una #DICTADURA #golpedeestadoenmedellín #Quintero
perez_surely,Medellin,"Te vas!, que felicidad! #Quintero"
stefannyolaya,Bucaramanga - Colombia,Cómo los asusta el #CambioEnPrimera !!! #Quintero
megaburro_polit,Colombia,#Quintero #QuinteroSuspendido #UribeParacoHpta #LaOrdenVieneDeArriba #laordenvienedeuribe #Uribe… https://t.co/n5WDev589h
LibertatyOrden,Colombia,#Quintero ESTAFADOR!! https://t.co/5WeKa0yh4B
diamaov,,Quieren recuperar por las malas lo que ganamos por las buenas. #Quintero
felipenations,Colombia,#Quintero si sabrá que es él no gobierna un “Estado” sino un territorio muy pequeño del Estado! Cuál golpe de Estad… https://t.co/yXXTXWIsWF
odiolaizquierda,"Bogotá, D.C., Colombia","Lo suspendieron pa que siga de marica

#Quintero"
DIAPOLA,"Fort Myers, FL",@jarizabaletaf Lo de #Quintero es una cortina de humo de la inepta @PGN_COL … Colombia no come cuento ..!!!
ElValleEsValle,"Valledupar, Colombia",La Procuradora Cabello batió record de velocidad suspendiendo al alcalde de Medellín Daniel #Quintero mientras las… https://t.co/p5xTZkl73Y
CiudadLibroz,"Tunja, Colombia",Lo malo no es que suspendan a #Quintero si violo la ley debe pagar.  Lo malo es que no se suspenda a todos los que… https://t.co/BQK89UVrdC
DIAPOLA,"Fort Myers, FL",@PGN_COL Así es lo de #Quintero es para que pensemos que la @PGN_COL trabaja mucho … Cortina de humo 💨 de la corrup… https://t.co/Wq2j70xaxZ
cordobahumana,,La procuradora es la loca de las naranjas. #Quintero #golpedeestadoenmedellín #ElCambioEnPrimera
annybetancur,"Medellín, Colombia",Ese space de #Quintero que rolada tan hp. No lo soportaron mis oídos
CarlosDCuesta,"Villanueva, Casanare. Colombia",Ahora uno no puede grabarse manejando? #Quintero
mane_sabio,Versalles-Connecticut,"#Quintero 
Y ajá..
Ya de una vez. https://t.co/xqzcRGJ9rP https://t.co/X69y6VHE1H"
MsGreisyT,On BBms!,"Y ahora #ElCambioEnPrimera 
Se pudo y se podrá @QuinteroCalle  #Quintero #Pinturita https://t.co/5vI0CoEYrR"
comunicauca,,"Juan Guaidó @jguaido se autoproclamará alcalde interino de Medellín. 

#Quintero"
cordobahumana,,"La loca de las naranjas y el cambio en primera. Ejemplos de como ganar una elección presidencial.
#golpedeestadoenmedellín #Quintero"
opinoeso,chupame este penco,"No suspendieron al marrano de Duque que sí tiene candidato pero a #Quintero si lo sancionan, país de ratas y de mie… https://t.co/3U4CrRDt4v"
vivapetrosky,Colombia,Si #Quintero no gobierna vamos a la calle @QuinteroCalle
estebansiman,"Bogotá, colombia",Parce yo no entiendo por qué en todo lo qué pasa en el país meten a #Petro. Ahora y que #Quintero que la… https://t.co/tWz33dPyhD
Gustavo_otero2,,@PGN_COL  ¿ya investigaron el  proselitismo de la alcaldía de Barranquilla  en apoyo a la campaña de Federico Gutié… https://t.co/NTVU8FCGqv
lmvillarreal9,,@RodrigoUprimny El video de a.pinturita invitando a votar por #ElpactodelaPicota era la gota que derramo el vaso ll… https://t.co/0NVreqhRHM
Gitan_12,"Frankfurt am Main, Alemania","#Quintero me parece pésimo alcalde, pero ave María suspenderlo por eso es estúpido, muchos alcaldes si ha estando e… https://t.co/kmzyyNEBWY"
NathaCardenas,bogota-colombia,"A pero a Duque si no lo suspenden, es porque Margarita Cabello es uribista.  #Quintero"
ArbelaezGeek,Edison NJ 08817 USA,@PGN_COL Se Le fueron las luces o + Bien está haciendo caso al loco d su patron #Matarife Sra. Margarita Cabello… https://t.co/okw29AkxK3
Jimmy_Diaz91,,Están tan asustados que con cada movimiento se hunden más! Suspender a Quintero nos hará ganar en primera vuelta.… https://t.co/uG7sXVTACV
otrapetite,"Cali, Colombia",En primera no! En reversa! #Quintero
LuisFdoLedesma,"Medellín, Antioquia",El Art 23.2 de la Convención Americana es claro:  NO se permite que órgano administrativo alguno pueda aplicar una… https://t.co/D3t5oGZFI8
GabbyG1l,Medellín,Aquí esperando los tweet de @YessidAlvarez  sobre #Quintero. https://t.co/lyNNPcy5Oe
mane_sabio,Versalles-Connecticut,"#Quintero 
Ciertamente sus contradicciones interviniendo en política.
Y el del atraco quien fue?… https://t.co/Tsz540GkAc"
SomosFancom,Medellín - Colombia,#Quintero y #Petro consideran golpe de estado la decisión de Procuraduría de suspender al alcalde de #Medellín https://t.co/ss9TZmdzyW
SweetRoox,,"Cuando uno piensa que no pueden ser más cínicos, más descarados…#Matador000 #MargaritaCabello #GolpeDeEstado… https://t.co/RlPlQUVnYU"
capuleto13,"Bucaramanga, Colombia",Debería denunciarse a la @PGN_COL por TRÁFICO DE INFLUENCIAS  🤝 porque suspenden a @QuinteroCalle y no dicen nada d… https://t.co/A0jJauMtKn
EdwinDaniSonza,"Bogotá, D.C., Colombia","Quintero chao chao chao 🎶🎶
#Quintero"
MateoCa98547086,"Copacabana, Colombia","#Zapateiro #ParoArmado #Quintero 

No se si seguir preocupado por este escenario político o de crecer mis inversion… https://t.co/VV7oPnjb7v"
JuniorMaldo0,Frontera Catatumbo ,Aveces uno no sabe quién tiene más intervención en política el silencio de Procuradora gerenal de la Nación  Margar… https://t.co/zF9jcHrigC
eveortega12,Colombia,Absurdo solo actúan cuando les conviene #procuraduriadebolsillo #Quintero
JersoonDuque,"Cali, Colombia",#Quintero ¿Cómo le olerá la boca a la procuradora Margarita Cabello con esa lambida de culo tan hp que le acaba de… https://t.co/4S4IRYxglK
florencio_sanch,,"Atención. Suspenden a los alcaldes de Medellín e Ibagué por participación en política. 
Vea la información en… https://t.co/O2ChuArILU"
JOSEMANUELTM_,"Santa Marta, Colombia",Procuraduría de bolsillo esa . Si van a suspender a #Quintero pues también entonces tienen que suspender  a #Duque… https://t.co/jfRpWDdJQ4
LaLeidyys,Colombia ,¿Y para cuándo la suspensión de Duque? Ese si le hace campaña a Federico de frente y descaradamente!… https://t.co/1HUp26yZ0L
JulietaMina4,,#Quintero se queda!
HoyNarino,"Nariño, Colombia",#COLOMBIA #Medellin #Quintero #Procuraduría || Procuradora uribista destituye a Alcalde de Medellín… https://t.co/z92eeuwLrW
Danii_Fernando3,"Bogotá, D.C., Colombia","#Quintero #ElCambioEnPrimera 
Apoyo total a @QuinteroCalle !!!"
JuanCaMesa_,Berlín / Bogotá,"País de abusivos: que los de ayer no censuraron quemar rivales a punta de IAS, ¿vengan ahora a hablar de golpe de E… https://t.co/tpprsCQ0kL"
antonio198425,"Medellín, Colombia",El cambio en primera y quema la caja jajaja  pinturita toma tu suspensión #quintero #ElCambioEnPrimera… https://t.co/leFlQcUYKK
GabrielChica,"Cali, Colombia","Que @PGN_COL inicie investigación contra #Quintero, no tendría nada de raro. Pero que suspenda provisionalmente de… https://t.co/TxuVuwLxhh"
mane_sabio,Versalles-Connecticut,"#Quintero.
Un poco de humor con el
#ElCambioEnPrimera https://t.co/NOM5DS7hxw"
Ivantaborda30,,#quintero a @QuinteroCalle  lo suspenden y  a duque si normal estas cosas son las que no dejan progresar a Colombia
RafaGonzalezRG,Colombia ,El gobierno nos sigue dando señales para que votemos mejor. #Quintero estamos contigo.
GabrielChica,"Cali, Colombia",La democracia está en riesgo porque @PGN_COL suspendió de su cargo al alcalde de Medellín @QuinteroCalle vulnerando… https://t.co/s4DjS0Dss4
MetArmada_Valp,"Carvallo 150, Playa Ancha",Temperaturas Máximas obtenidas durante esta tarde de #Martes 10 de #Mayo en las estaciones meteorológicas del terri… https://t.co/OlALurWAcG
SantosTrampa,,"#Quintero

Lee uno por aqui tanta maricada:

Si lo suspenden: que es un regalazo pa Petro

Sino lo suspenden sigue… https://t.co/bu3tzFox04"
ALEJOQUICENO1,"Medellin, Colombia","Ya van a empezar a decir ""Ojo con el 2026 #Quintero #DanielQuintero @QuinteroCalle presidente y en Primera"
Rialgios21,medellin,#quintero que persecución tan brava le están haciendo. Con esto  #segurosky  se por quien votar
GabrielChica,"Cali, Colombia","La democracia está en riesgo cuando @PGN_COL en un acto reconocible en las dictaduras, suspendió provisionalmente a… https://t.co/oG86czAiiv"
mane_sabio,Versalles-Connecticut,"#Quintero.
Pos ganó la consulta como ganó duque la presidencia
Con los E14 remarcados
De razón ganaron… https://t.co/1i6XxRohYo"
jefbanguera,Bello,"Lo mejor es que el último alcalde de una ciudad grande suspendido por la Procuraduría, está peleando la presidencia… https://t.co/uKPCqxWgxk"
Xandrex04,Colombia,"10 mil procesos, varios emblemáticos como Odebrecht, Reficar (el mismo que la procudadora dijo que los funcionarios… https://t.co/MxdTAGshsV"
lopeznan2010,,"Qué porquería estos entes de control como la procuraduría en cabeza de la corrupta Cabello,Duque Zapateiro y todo e… https://t.co/ReMvPlecms"
GabrielChica,"Cali, Colombia","En un acto completamente desproporcionado, @PGN_COL suspendió provisionalmente del cargo al alcalde de Medellín,… https://t.co/LM2nvRAj7L"
Felipebolanos10,"Pereira, Colombia","Que solo suspendan y se metan con #Quintero demuestra que nos estamos enfrentando a una manada de corruptos inmensa, Dios nos libre."
Xandrex04,Colombia,Las verdaderas intenciones de margarita cabello y su cacareada reforma al código Disciplinario... PARA RECORDAR TAM… https://t.co/lLjYsI2Iaa
ElGestor_,,#quintero #ElCambioEnPrimera #procuraduria #petro #fico . No se le olvide procuradora ponerle el ojo también a Jorg… https://t.co/4eo3VhicSi
cesarcotesh,Santa Marta Colombia,#EsInaceptable que ha Duque no le hayan hecho nada la procuraduria así como al tiktoker de #quintero
nicolas06002453,,"Aparecen para dar golpes de estado. Desconocen la Constitución y la Ley. Idiotas utiles del uribismo. 

#Quintero… https://t.co/EN0DPcExxI"
GilbertGarciaSu,COLOMBIA ,A Duque solo le falta decir que se le da cola a Fico y ni así lo destituyen #Quintero
LuisAlf46046894,,#quintero Cabello Blanco Reafirma que la vuelta si es en primera
Maleja_Te,,"Sin asco, así están OFICIALIZANDO la dictadura de ultra derecha en Colombia. 
#DanielQuintero #Medellin #Quintero https://t.co/go6EYCcnlm"
JesusMa77863982,"Riohacha, Colombia","El urubismo está ardió, porque  sabe que petro será el próximo  presidente de Colombia ,se les acabó el reinado .#PetroPresidente #quintero"
CristianAriasC7,,"Daniel Quintero...
¡ Calle !

#Quintero
#PinturitaChao"
PMurillopereira,"Columbia Británica, Canadá","@QuinteroCalle Tranquilo sr #alcalde @QuinteroCalle  #Medellin te eligió... 
#EnPrimera #quintero llegamos a #Francia y sin TraFico 🤗"
MalejaV4,"Medellín, Colombia",#SOS @CorteIDH la @PGN_COL de nueva cuenta vuelve violar los derechos políticos y la garantía de imparcialidad en r… https://t.co/TNjMyHZPrW
juanmauriciogo,"Medellín, Colombia",¿Dónde puedo denunciar a la procuradora? Su actuar viola nuestros derechos de votantes @migueldelrioabg #Quintero #Suspendido
EsmeHernandezSi,,"¿Y a la procuradora quién la sanciona por su participación en política?

Por más que quieran hacerlo fallar con la… https://t.co/jCLuc42SWo"
juanmauriciogo,"Medellín, Colombia","No comparto todas las formas de @QuinteroCalle sin embargo la destitución es desproporcional, desigual y autoritari… https://t.co/iehSzP3RZB"
TRAUDELHURTADOV,Colombia,"Se ven perdidos y van por la suspensión de #Quintero. 
¿Que sigue? ¿Golpe de estado? #NoPasarán #FuerzaAlcalde ♥️🇨🇴… https://t.co/jjosDAgdKg"
Gabosinfiltro,,🆘 la procuraduría no respeta la voluntad popular #Quintero
Zchristian1811,"Bogotá, D.C., Colombia","Suspenden un Alcalde elegido legitimamente mediante el voto y la decisión popular. 
No cabe duda que estamos ante u… https://t.co/5UGFYXAsv2"
indignadocol1,,"Otro ensayo al golpe de estado en Colombia es destituir alcaldes electos popularmente, antes, el fin de semana, se… https://t.co/CiUBRg9rlv"
AndreaPinkbee,Medellín-colombia,"Cuando se enteren los que querían suspenderlo, se van a morir :V #Quintero #AntiUribistaSigueAntiUribista… https://t.co/Uzw4TriCaH"
Libardo_1123,Colombia,@manolitosalazar Y será Presidente para dolor suyo @manolitosalazar Lameculos hijueputa #Quintero
simonpregonero1,,"Ya empieza el show del Golpe de estado de #Petro y su discipulo #Quintero!.. 

¿Hasta cuando estos izquierdosos jod… https://t.co/M4EjAcUwqc"
AndreaPinkbee,Medellín-colombia,#Suspendido Suspendido #Quintero #AntiUribistaSigueAntiUribista #DanielQuintero https://t.co/83jfzqmRCl
alexvesga0202,"Cúcuta, Colombia","Se convoca mañana 8am en el parque de las luces 

Gran manifestación por parte de los centros de enseñanza automovi… https://t.co/cPZfFaIhjP"
androwvasquez,Gachancipa Cundinamarca,@QuinteroCalle En 4 años #Quintero #Presidente @PGN_COL @petrogustavo
velasquezacriti,Medellín,Dicen en campaña hagamos un pacto por la vida! Pero por una suspensión justa debida a la falta de ética y profesion… https://t.co/xFXsTWzXpQ
Raxsofom,"Tunja, Colombia",Todavía hay gente que cree que en Colombia hay democracia? #ElCambioEnPrimera #Quintero… https://t.co/lKFkTKGpmh
fercholorduy,En el más acá...,O todos en la cama o todos en el suelo. La @PGN_COL suspende a #Quintero pero ni se molesta en hacer lo mismo con… https://t.co/68NHzjOh6u
PaterMionostro,A la derecha de la derecha,"@RevistaSemana Nada de presunta, #Quintero ha participado en política, de frente, sin asco, sin un ápice de temor o escrúpulo!!"
MurdocWe,,Dizque Golpe de estado.... 🤣🤣 Me acaban de hacer la noche y la semana #Quintero #golpedeestadoenmedellín
juanmauriciogo,"Medellín, Colombia","La señora #Cabello acaba de violar la constitución, los acuerdos internacionales, en fin, todo junto. Muy delicado… https://t.co/83n8QhHkqz"
Richar0863,Colombia,"SUSPENDIDO EN PRIMERA
#quintero
#RevocatoriaDanielQuintero

""https://t.co/ljwEcH0v3f"""
EdwarMorenoSnc1,"Cali, Colombia","#Quintero NoALaCalle No Estoy de Acuerdo Con La Suspensión del Cargo de Alcalde de Medellin de Daniel Quintero,...Que Se Quede"
agudelo_m,"Medellín, Colombia. ","Con Quintero DURO
Con Zapateiro SILENCIO
¿Cuál es la lógica de la procuraduría para sancionar la participación en política? 
#Quintero"
vane05237110,"Cartagena, Colombia",Lo bueno es que Quintero estará en campaña de @petrogustavo  cuando una puerta se cierra se abre el universo… https://t.co/tu7OxqLfNu
juanmauriciogo,"Medellín, Colombia","¿dónde está la suspensión del presidente, de Zapateiro, del alcaldía de barranquilla? Muy delicado tener un rasero… https://t.co/1XyYViRKbU"
ChechismoTrad,Eternidad,"Acá en Colombia no se investiga a los alcaldes y se les hace un control jurídico, sino que se les da un Golpe de Es… https://t.co/D9r8Ij2Ul0"
Julian_KXMN,Colombia,"Te llego la hora ladrón, embustero, nada de independiente, todo de político tradicional e incendiario, has sido la… https://t.co/fC7y32QJuL"
Gsuarezl,Colombia #economista,#Quintero el uribismo y sus fichas siguen potenciando la candidatura de #petro. No han entendido! restan y restan! Persiguiéndolo.
alexisalvarezco,Medellin,"Sanción a #Quintero Y pa cuando las sanciones a Duque y a Zapateiro ,no estamos pues en un estado “democrático” ?"
rafa_elcastro18,,Ni el Doctor Strange se atrevió a tanto #Quintero https://t.co/CxlQ5TKX5z
KaritoGarcia,Colombia,"Estoy muy triste: en este país roban los políticos, roban en la calle, roban corazones y ahora una empresa multimil… https://t.co/tyhrEZ0QMc"
jefbanguera,Bello,"Dejemos que el uribismo y el fajardismo disfruten un ratico, ya habían comido mucha mierda estos meses. #CambioEnPrimera #Quintero"
GilbertGarciaSu,COLOMBIA ,Alejandro Ordoñez reencarno en Margarita cabello #Quintero
laperreraco,Barranquilla ,"A lo bien #quintero la embarró, no fue consciente, le faltó mente. Antes de ponerse a hablar de política, debió ser… https://t.co/Oj0lf0Y0V6"
rafa_elcastro18,,Es apabullante la manera en que la Procuraduría suspende de manera selectiva sólo a quienes apoyan a Gustavo Petro #Quintero
fernamier,"Ciénaga, Magdalena-Colombia",La @PGN_COL suspende al alcalde de Medellín #Quintero por presunta participación en política. Señora Procuradora Ca… https://t.co/KkTL0ruJYg
KtherinRivera,"Bogotá, D.C., Colombia",Jajajajajaja! Como que #Quintero metió mal del cambio 😂 https://t.co/OS72vzDH5l
PavasJohn,Bello,@ParaPenal Frente a la destitución de Quintero.Leamos la sentencia del 8 de julio de 2020 de la Corte Interamerican… https://t.co/z95AD9GSnx
6Happymonty,,"Me recuerda a la procuraduria de Ordoñes, una vez mas una Procuraduria de bolsillo, amiga intima del Gobierno, que… https://t.co/wlEic98JZx"
anicamachob,"Florencia, Colombia","Es que no es solo la burla de ese vídeo de ayer, hoy entrevistaron a varios del combo del alcalde y eran provocador… https://t.co/YXJJygGYAp"
Mochitomonteria,"Montería, Colombia",Chao Quintero. Se le dio por ser payaso y se le cayó la carpa del circo arriba. No conoce la prudencia. Ahora si pu… https://t.co/zyXffYMq6t
